"pilot_id","source_id","title","priority_tier","input_fulltext_id","source_file_sha256","parse_quality","parser_version","auto_fulltext_status","reviewer_fulltext_status","review_decision","review_reason","reviewer_notes","candidate_extract_approved","formal_extract_approved","needs_review","reviewer","reviewer_type","reviewed_at"
"fulltext_pilot_v1","P003_Pan_2025_FeMo_MgO_Methane_CNT","Tunable synthesis of carbon nanotubes via methane catalytic pyrolysis by adjusting Mo incorporation in Fe/MgO","A","FT_C98C609B9C8A28FC42EF","064eb3de44b04aaea9de96d60dce730c545b28150888824c4407c32de384bb62","partial","cnt_section_rules_v6","candidate_extract","candidate_extract","accept_auto","Original Fe/MgO-Mo methane catalytic pyrolysis study reports catalyst composition, preparation, reaction conditions, yields and CNT characterization.","Clear original CNT synthesis experiment.","1","0","1","gpt-5-codex-high-tier-llm","high_tier_llm_benchmark_reviewer","2026-07-16T02:19:14Z"
"fulltext_pilot_v1","P005_Saconsint_2023_NiMo_Carbide_Biogas_CNT","Development of Ni-Mo carbide catalyst for production of syngas and CNTs by dry reforming of biogas","A","FT_079B7A9ACB22556E585F","24784de4ec30ba595906818cf304c7c9f9c0cf2412bc6365a7c280738d7ddc92","good","cnt_section_rules_v6","candidate_extract","candidate_extract","accept_auto","Original Ni-Mo carbide dry-reforming study reports catalyst preparation, activation/reaction program, syngas/CNT outcomes and characterization.","Clear original CNT-producing experiment; yield identity requires review.","1","0","1","gpt-5-codex-high-tier-llm","high_tier_llm_benchmark_reviewer","2026-07-16T02:19:14Z"
"fulltext_pilot_v1","P006_Saetang_2024_NiMo_MgO_Biogas_CNT","Simultaneous production of syngas and carbon nanotubes from CO2/CH4 mixture over high-performance NiMo/MgO catalyst","A","FT_D278DF7BA3D1CAD4A323","2ded82b09377b14fc6a464fd35b4eaa666d98ca2610ac9a0fbd7229e6e2742f2","good","cnt_section_rules_v6","candidate_extract","candidate_extract","accept_auto","Original NiMo/MgO CO2/CH4 study reports catalyst variants, process conditions, syngas/CNT results and characterization.","Clear original CNT-producing experiment; product-mixture caveats remain needs_review.","1","0","1","gpt-5-codex-high-tier-llm","high_tier_llm_benchmark_reviewer","2026-07-16T02:19:14Z"
"fulltext_pilot_v1","P002_Chotmunkhongsin_2023_FeMo_MgO_H2_MWCNT","Synthesis of MWCNTs by chemical vapor deposition of methane using FeMo/MgO catalyst: role of hydrogen and kinetic study","A","FT_BFF0A9CB11B9C782EF5B","4eb86a0991b916e259a6e7e7b00d7575e61274c5a2a6b40da91fe25f859d34fe","good","cnt_section_rules_v6","candidate_extract","candidate_extract","accept_auto","Original methane CVD kinetic study reports FeMo/MgO catalyst, hydrogen variation, staged gas/temperature conditions, yields and MWCNT characterization.","Clear original CNT synthesis experiment.","1","0","1","gpt-5-codex-high-tier-llm","high_tier_llm_benchmark_reviewer","2026-07-16T02:19:14Z"
"fulltext_pilot_v1","P004_Saconsint_2022_Multimetal_MgO_Biogas_CNT","Development of high-performance nickel-based catalysts for production of hydrogen and carbon nanotubes from biogas","A","FT_0FA5FA6609A7C1613758","b8c91dc2e5d2145553bd05cb14326cd493a2fad57daa86110864f4c2c529943c","good","cnt_section_rules_v6","candidate_extract","candidate_extract","accept_auto","Original biogas catalytic study reports supported multimetal catalyst variants, preparation, reaction conditions, syngas/CNT outcomes and characterization.","Clear original CNT-producing experiment; product-mixture caveats remain needs_review.","1","0","1","gpt-5-codex-high-tier-llm","high_tier_llm_benchmark_reviewer","2026-07-16T02:19:14Z"
"fulltext_pilot_v1","LIT_3D8F9EFA937173D0","Decomposition of methane over alumina supported Fe and Ni–Fe bimetallic catalyst: Effect of preparation procedure and calcination temperature","A","FT_A3863AA0596CD1E55554","980d716919cc110c8dcdd7bba8df4469b41917949e7eaa38e20fee2b0b98ba54","good","cnt_section_rules_v6","candidate_extract","candidate_extract","accept_auto","Original methane decomposition study compares Fe and Ni-Fe catalysts across preparation and calcination conditions with reaction and CNT characterization results.","Clear multi-condition CNT-producing experiment.","1","0","1","gpt-5-codex-high-tier-llm","high_tier_llm_benchmark_reviewer","2026-07-16T02:42:48Z"
"fulltext_pilot_v1","LIT_57A5BA30642FEA0F","Potential of Acid-Activated Bentonite and SO3H-Functionalized MWCNTs for Biodiesel Production From Residual Olive Oil Under Biorefinery Scheme","A","FT_4C08378BFE2DA4C522B7","952c6da22d578ae0c3851d8cbc55baa14abb64ee54aeefd6beb0a304518b1df0","good","cnt_section_rules_v6","insufficient_experimental_evidence","candidate_extract","override_auto","Although the main topic is biodiesel, the paper explicitly reports methane CVD of MWCNTs over Co-Mo/MgO with temperature, pressure, time, CH4/H2 flows, purification and TEM/FTIR evidence.","Embedded CNT synthesis run is extractable; automatic section detector missed it because of two-column text order.","1","0","1","gpt-5-codex-high-tier-llm","high_tier_llm_benchmark_reviewer","2026-07-16T02:19:14Z"
"fulltext_pilot_v1","LIT_AB19A8D536DD7DF2","Evaluation of highly active and stable SiO2 supported Fe-based catalysts for the catalytic methane decomposition into COx free hydrogen and CNTs","A","FT_98466D3CBEBA1BBB80B2","569e5348c49a65d69e7b65444c05a95a14a691a6acb845c6416153d7f95aff0d","good","cnt_section_rules_v6","insufficient_experimental_evidence","candidate_extract","override_auto","Full text contains a Materials and methods section with solution-combustion synthesis of Fe/SiO2 catalysts, methane decomposition reactor conditions, conversion, carbon yield and CNT characterization.","Automatic section segmentation missed the methods heading because two columns interleaved.","1","0","1","gpt-5-codex-high-tier-llm","high_tier_llm_benchmark_reviewer","2026-07-16T02:42:48Z"
"fulltext_pilot_v1","LIT_849AD7FB325763D1","Growth of few-wall carbon nanotubes with narrow diameter distribution over Fe-Mo-MgO catalyst by methane/acetylene catalytic decomposition","A","FT_0E75D8216EE22AC21599","2016a474a858c54a2e2aa3c5296b151dbf14318dea1a258abf889ec398451650","partial","cnt_section_rules_v6","candidate_extract","candidate_extract","accept_auto","Original Fe-Mo-MgO methane/acetylene catalytic decomposition study reports catalyst preparation, pressure, feed program, temperature, yield and FW-CNT characterization.","Clear original CNT synthesis experiment.","1","0","1","gpt-5-codex-high-tier-llm","high_tier_llm_benchmark_reviewer","2026-07-16T02:19:14Z"
"fulltext_pilot_v1","LIT_3D2FAA624663FA97","Synthesis of high-purity carbon nanotubes over alumina and silica supported bimetallic catalysts","A","FT_7841033F3D6B0D44E6CD","1e9b942be3244ad6e3c12d4c1a49d31ad87db274ed36e0eb598f1950c7be3cd4","good","cnt_section_rules_v6","candidate_extract","candidate_extract","accept_auto","Original ethylene CCVD study reports Fe/Co/Ni bimetallic catalyst preparation, calcination/reduction, horizontal reactor conditions, purification, yield and characterization.","Clear original CNT synthesis experiment.","1","0","1","gpt-5-codex-high-tier-llm","high_tier_llm_benchmark_reviewer","2026-07-16T02:42:48Z"
"fulltext_pilot_v1","LIT_F71FE83AF8BAF6E7","Gas phase synthesis of non-bundled, small diameter single-walled carbon nanotubes with near-armchair chiralities","A","FT_21C9C830704412E7318D","044347eeec7c4a391c34872b8603dc23606cb36a0509e11a925c3be79cdd14b8","good","cnt_section_rules_v6","insufficient_experimental_evidence","candidate_extract","override_auto","Full text reports a spark-generated Fe catalyst, vertical floating-catalyst CVD reactor, CO/H2/N2 flows, 750/880 C conditions and SWCNT yield, size and chirality results.","Automatic detector missed the unlabelled experimental block; direct run evidence is present.","1","0","1","gpt-5-codex-high-tier-llm","high_tier_llm_benchmark_reviewer","2026-07-16T02:42:48Z"
"fulltext_pilot_v1","LIT_E59DADD0A138DCAC","The treatment of brewery wastewater using carbon nanotubes synthesized from carbon dioxide carbon source","A","FT_35D00F8673734E4993EB","c1641f0a5cde4e1890a5f21fc03032c7929d187b3ff12882b2d6f2c2ae602093","good","cnt_section_rules_v6","candidate_extract","candidate_extract","accept_auto","Thesis includes an original modified swirled floating-catalyst CVD study producing CNTs from CO2 with Fe/CaCO3 catalyst preparation, gas program, temperature/flow experiments and characterization.","Original synthesis chapter is extractable; multi-run splitting will require review.","1","0","1","gpt-5-codex-high-tier-llm","high_tier_llm_benchmark_reviewer","2026-07-16T02:19:14Z"
"fulltext_pilot_v1","LIT_82A4395696545B8B","Synthesis of carbon nanotubes using green plant extract as catalyst: unconventional concept and its realization","A","FT_EBFDA37D9D5674B485C5","f528eaed35a72d05f56b5b44204472464d0853fb18b17683d149d3a0f208e1c3","good","cnt_section_rules_v6","candidate_extract","candidate_extract","accept_auto","Original thermal CVD study using plant-extract catalyst reports substrate preparation, Ar/acetylene flows, growth temperatures/times, CNT types, yield and microscopy/spectroscopy.","Clear original CNT synthesis experiment.","1","0","1","gpt-5-codex-high-tier-llm","high_tier_llm_benchmark_reviewer","2026-07-16T02:19:14Z"
"fulltext_pilot_v1","LIT_42CA430104DA72AA","CVD Synthesis of Hierarchical 3D MWCNT/Carbon‐Fiber Nanostructures","A","FT_6EE52ADD8DE7DF9C3F64","66eb0daffee52f7039533c3dbd1735407e53382e48cc089db5650468c8cdeef7","partial","cnt_section_rules_v6","candidate_extract","candidate_extract","accept_auto","Original CVD study reports hierarchical MWCNT growth on carbon fibers with catalyst, process conditions, morphology and characterization evidence.","Clear CNT synthesis experiment; partial layout quality remains needs_review.","1","0","1","gpt-5-codex-high-tier-llm","high_tier_llm_benchmark_reviewer","2026-07-16T02:42:48Z"
"fulltext_pilot_v1","LIT_97B977951A7C653F","Evaluation of new processes to achieve a high yield of carbon nanotubes by CVD method","A","FT_442F86A58691F8AE4C46","6acf5407590f186d64d66105e98c5d385f9abdd5d8d56f2eb450ea003ed1a589","good","cnt_section_rules_v6","candidate_extract","candidate_extract","accept_auto","Original Co3O4/MgO acetylene CVD comparison reports catalyst loading, temperature range, gas flows, time, initiation procedure, carbon yield and morphology.","Clear multi-condition CNT synthesis experiment.","1","0","1","gpt-5-codex-high-tier-llm","high_tier_llm_benchmark_reviewer","2026-07-16T02:19:14Z"
"fulltext_pilot_v1","LIT_CB3728625EE36E64","Support effect on carbon nanotube growth by methane chemical vapor deposition on cobalt catalysts","A","FT_0D186737DE3CBC70D941","1f4086793b9148e8a2d2ec1f7c9d0b0a67b0e58f7c9cbefa62861ca65bd14def","partial","cnt_section_rules_v6","insufficient_experimental_evidence","candidate_extract","override_auto","Full text contains explicit Experimental and Catalyst preparation sections for 4 wt.% Co on four supports plus methane CVD runs and Raman/TPO/SEM results.","Automatic HTML heading segmentation missed the experimental heading; facts are directly extractable.","1","0","1","gpt-5-codex-high-tier-llm","high_tier_llm_benchmark_reviewer","2026-07-16T02:19:14Z"
"fulltext_pilot_v1","LIT_E099468AD3074B0A","Machine learning methods for aerosol synthesis of single-walled carbon nanotubes","A","FT_74D6FAC61A4F1F91F7F3","1098b4217f4293efbd799874bafb72002ba81c285241a2ac591774dbdccc390b","good","cnt_section_rules_v6","candidate_extract","candidate_extract","accept_auto","Original aerosol CVD dataset study reports reactor geometry, ferrocene/thiophene/toluene/ethylene feeds, controlled variables, 369 synthesis points and yield/Raman/diameter outcomes.","Machine-learning analysis is secondary; the underlying experimental synthesis dataset is directly described.","1","0","1","gpt-5-codex-high-tier-llm","high_tier_llm_benchmark_reviewer","2026-07-16T02:42:48Z"
"fulltext_pilot_v1","LIT_4C9F9F626FE8A7BC","Characterization of carbon nanotubes grown by chemical vapour deposition","A","FT_626F965063A05A665268","5b720809f4c0033afe651e3f95f67d54e2549f8f5efb36f041ef80a0c8dec57e","good","cnt_section_rules_v6","candidate_extract","candidate_extract","accept_auto","Thesis-like full text contains an original camphor/ferrocene CVD optimization study with temperature, Ar flow, catalyst concentration, yield/quality and characterization evidence.","Original synthesis experiments; multiple identifiable conditions; document type should be reviewed.","1","0","1","gpt-5-codex-high-tier-llm","high_tier_llm_benchmark_reviewer","2026-07-16T02:19:14Z"
"fulltext_pilot_v1","LIT_7E96F2BDC855F670","The Interplay between Whey Protein Fibrils with Carbon Nanotubes or Carbon Nano-Onions","A","FT_2D0B62F87F6EC72BA94A","0d98bb14f00839eade7e0aeeeeff28520b82e9290084fca920b16fc84a689522","partial","cnt_section_rules_v6","insufficient_experimental_evidence","fulltext_irrelevant","override_auto","The work studies hydrothermal preparation and biological interactions of whey-protein fibrils with purchased or pre-existing CNT/CNO material; it does not synthesize CNTs by CVD.","Reject from CNT-synthesis extraction; retain metadata and rejection evidence.","0","0","1","gpt-5-codex-high-tier-llm","high_tier_llm_benchmark_reviewer","2026-07-16T02:42:48Z"
"fulltext_pilot_v1","P001_Dubey_2012_FeMo_MgO_tMWCNT","Synthesis of thin-multiwalled carbon nanotubes by Fe-Mo/MgO catalyst using sol-gel method","B","FT_B02CE4579CC113812774","6e9cdd4406f7d8c71631e6ba62b01b35309c34654d3fbf37447c05c03b94c0eb","good","cnt_section_rules_v6","candidate_extract","candidate_extract","accept_auto","Original Fe-Mo/MgO methane CVD work with three identifiable catalyst/run variants and reported process, yield and characterization evidence.","P001 regression source; retain needs_review guardrails.","1","0","1","gpt-5-codex-high-tier-llm","high_tier_llm_benchmark_reviewer","2026-07-16T02:19:14Z"
"fulltext_pilot_v1","LIT_2A2F8594DBA4A040","CNT and H2 Production During CH4 Decomposition over Ni/CeZrO2. I. A Mechanistic Study","B","FT_84979C28B9B3C7C42609","329974b7c6f362f4472b6904be10476ad8079dcfe347591534b3dfcac6c06f59","good","cnt_section_rules_v6","candidate_extract","candidate_extract","accept_auto","Original methane CVD and catalyst-regeneration study reports Ni/CeZrO2 and Ni-MgO preparation, pretreatment, reactor program, gas composition/GHSV, conversion, carbon deposition and characterization.","Clear multi-condition CNT/H2 synthesis experiment.","1","0","1","gpt-5-codex-high-tier-llm","high_tier_llm_benchmark_reviewer","2026-07-16T02:42:48Z"
"fulltext_pilot_v1","LIT_4B3D3C5CD3B8D731","Narrow-chirality distributed single-walled carbon nanotube synthesis by remote plasma enhanced ethanol deposition on cobalt incorporated MCM-41 catalyst","B","FT_8533AA79BCD099D2571F","0f7ac68e27d09b3b6d0d1f55ee0aa599cf3ea8bea2d8c5d3fde0e04c803f5d7b","good","cnt_section_rules_v6","candidate_extract","candidate_extract","accept_auto","Original remote-plasma ethanol CVD study reports cobalt/MCM-41 catalyst, plasma power, temperature series, gas/process settings and SWCNT chirality characterization.","Clear multi-condition SWCNT synthesis experiment.","1","0","1","gpt-5-codex-high-tier-llm","high_tier_llm_benchmark_reviewer","2026-07-16T02:42:48Z"
"fulltext_pilot_v1","LIT_D1AF7614B5E2F098","Joint effect of ethylene and toluene on carbon nanotube growth","B","FT_1E7829A3CEC1EB8F4112","5a64f3a7f32e4167cf38c9507f19c147ab13a3d9dc0ad0d3e416716aa38fe0c7","good","cnt_section_rules_v6","candidate_extract","candidate_extract","accept_auto","Original aerosol CVD study reports ferrocene/toluene/ethylene conditions, catalyst activation, growth rate/yield, film properties and CNT characterization.","Clear multi-condition SWCNT synthesis experiment.","1","0","1","gpt-5-codex-high-tier-llm","high_tier_llm_benchmark_reviewer","2026-07-16T02:42:48Z"
"fulltext_pilot_v1","LIT_EC90CFDB47F2377F","Production of carbon nanotubes (CNTs) from thermochemical conversion of waste plastics using Ni/anodic aluminum oxide (AAO) template catalyst","B","FT_E0A6F7A101EA6CF6C83D","7f45b54b9dcadb03563cb199fe134480121d11524e44c07930f40ef3cede05e2","good","cnt_section_rules_v6","candidate_extract","candidate_extract","accept_auto","Original waste-plastic thermochemical/CVD study reports Ni/AAO catalyst, process stages and CNT product characterization.","Clear CNT-producing experiment; mixed pyrolysis/CVD run mapping remains needs_review.","1","0","1","gpt-5-codex-high-tier-llm","high_tier_llm_benchmark_reviewer","2026-07-16T02:42:48Z"
